"Obs_ID","Study_ID","Authors_and_Year","Year","Taxon","Taxon_Phylo","Class","Class_Order","Speciation_proxy","SexSel_measure","SexSel_proxy","SexSel_proxy_mechanism","SexSel_proxy_stage","SexSel_proxy_sex","PhyloCorrection","N_r","r","r_Var","r_lCI","r_uCI","z","z_Var","z_lCI","z_uCI"
33,12,"Miller et al. 2021",2021,"Centrarchiformes","Centrarchiformes","Actinopterygii",3,"Speciation rate","Sexual dichromatism","Dichromatism","Choice","Pre-mating","Both","Yes",185,0.0202,0.0054,-0.123829996875651,0.164229996875651,0.0202,0.0055,-0.125157490347075,0.165557490347075
34,12,"Miller et al. 2021",2021,"Characiformes","Characiformes","Actinopterygii",3,"Speciation rate","Sexual dichromatism","Dichromatism","Choice","Pre-mating","Both","Yes",481,-0.0932,0.002,-0.180853864717992,-0.00554613528200824,-0.0935,0.0021,-0.183018483621134,-0.00338151637886554
35,12,"Miller et al. 2021",2021,"Cichlidae","Cichlidae","Actinopterygii",3,"Speciation rate","Sexual dichromatism","Dichromatism","Choice","Pre-mating","Both","Yes",720,0.0563,0.0014,-0.0170364847807693,0.129636484780769,0.0564,0.0014,-0.0170364847807693,0.129636484780769
36,12,"Miller et al. 2021",2021,"Cyprinidae","Cyprinidae","Actinopterygii",3,"Speciation rate","Sexual dichromatism","Dichromatism","Choice","Pre-mating","Both","Yes",1098,-0.0992,9e-04,-0.158,-0.0404,-0.0995,9e-04,-0.158,-0.0404
37,12,"Miller et al. 2021",2021,"Cyprinodontiformes","Cyprinodontiformes","Actinopterygii",3,"Speciation rate","Sexual dichromatism","Dichromatism","Choice","Pre-mating","Both","Yes",572,-0.0209,0.0017,-0.101712870262106,0.0599128702621061,-0.0209,0.0018,-0.104055757467538,0.062255757467538
38,12,"Miller et al. 2021",2021,"Gobiiformes","Gobiiformes","Actinopterygii",3,"Speciation rate","Sexual dichromatism","Dichromatism","Choice","Pre-mating","Both","Yes",482,0.1494,0.002,0.0617461352820082,0.237053864717992,0.1505,0.0021,0.0595815163788655,0.239218483621134
39,12,"Miller et al. 2021",2021,"Labriformes","Labriformes","Actinopterygii",3,"Speciation rate","Sexual dichromatism","Dichromatism","Choice","Pre-mating","Both","Yes",337,-0.014,0.003,-0.121353621271013,0.0933536212710126,-0.014,0.003,-0.121353621271013,0.0933536212710126
40,12,"Miller et al. 2021",2021,"Percidae","Percidae","Actinopterygii",3,"Speciation rate","Sexual dichromatism","Dichromatism","Choice","Pre-mating","Both","Yes",218,0.0131,0.0046,-0.119833667669255,0.146033667669255,0.0131,0.0047,-0.12127083016786,0.14747083016786
41,12,"Miller et al. 2021",2021,"Pomacentridae","Pomacentridae","Actinopterygii",3,"Speciation rate","Sexual dichromatism","Dichromatism","Choice","Pre-mating","Both","Yes",205,0.0592,0.0049,-0.078,0.1964,0.0593,0.005,-0.0793929291125633,0.197792929112563
42,12,"Miller et al. 2021",2021,"Salmoniformes","Salmoniformes","Actinopterygii",3,"Speciation rate","Sexual dichromatism","Dichromatism","Choice","Pre-mating","Both","Yes",93,-0.227,0.0098,-0.421030100757589,-0.0329698992424114,-0.231,0.0111,-0.433498813555914,-0.0205011864440863
43,12,"Miller et al. 2021",2021,"Scorpaeniformes","Scorpaeniformes","Actinopterygii",3,"Speciation rate","Sexual dichromatism","Dichromatism","Choice","Pre-mating","Both","Yes",618,0.0102,0.0016,-0.0682,0.0886,0.0102,0.0016,-0.0682,0.0886
44,12,"Miller et al. 2021",2021,"Serranidae","Serranidae","Actinopterygii",3,"Speciation rate","Sexual dichromatism","Dichromatism","Choice","Pre-mating","Both","Yes",214,-0.0545,0.0047,-0.18887083016786,0.0798708301678605,-0.0546,0.0047,-0.18887083016786,0.0798708301678605
45,12,"Miller et al. 2021",2021,"Syngnathiformes","Syngnathiformes","Actinopterygii",3,"Speciation rate","Sexual dichromatism","Dichromatism","Choice","Pre-mating","Both","Yes",162,0.0666,0.0062,-0.0877305543306315,0.220930554330632,0.0667,0.0063,-0.0889701770905979,0.222170177090598
46,12,"Miller et al. 2021",2021,"Tetraodontiformes","Tetraodontiformes","Actinopterygii",3,"Speciation rate","Sexual dichromatism","Dichromatism","Choice","Pre-mating","Both","Yes",227,0.217,0.004,0.0930387157213995,0.3409612842786,0.2205,0.0045,0.0855192029230123,0.348480797076988
47,13,"Misof 2002",2002,"Anisoptera","Anisoptera","Insecta",2,"Species richness","Sexual dichromatism","Dichromatism","Choice","Pre-mating","Both","No",16,0.7067,0.0167,0.453412179526926,0.959987820473074,0.8806,0.0769,0.163175354744608,1.25022464525539
48,14,"Phillimore et al. 2006",2006,"Aves","Aves","Aves",6,"Diversification rate","Sexual dichromatism","Dichromatism","Choice","Pre-mating","Both","Yes",104,-0.1,0.0095,-0.291037169158256,0.0910371691582557,-0.1003,0.0099,-0.295017537672898,0.0950175376728975
49,15,"Sol et al. 2005",2005,"Passeriformes","Passeriformes","Aves",6,"Species richness","Sexual dichromatism","Dichromatism","Choice","Pre-mating","Both","Yes",199,0.0187,0.005,-0.119892929112563,0.157292929112563,0.0187,0.0051,-0.12127199719944,0.15867199719944
50,16,"Arnqvist et al. 2000",2000,"Insecta","Insecta","Insecta",2,"Species richness","Mating system","Mating system","Both","Both","Both","No",25,0.4549,0.0262,0.137646284497723,0.772153715502278,0.4909,0.0455,0.0368177114490498,0.87298228855095
51,17,"Cally et al. 2021",2021,"Passeriformes","Passeriformes","Aves",6,"Speciation rate","Male-biased sexual selection","Sexual size dimorphism","Both","Pre-mating","Both","Yes",2465,0.0521,4e-04,0.0129,0.0913,0.0522,4e-04,0.0129,0.0913
52,17,"Cally et al. 2021",2021,"Passeriformes","Passeriformes","Aves",6,"Speciation rate","Sexual dichromatism","Dichromatism","Choice","Pre-mating","Both","Yes",5983,-0.0159,2e-04,-0.0436185858225127,0.0118185858225127,-0.0159,2e-04,-0.0436185858225127,0.0118185858225127
55,18,"Janicke et al. 2018",2018,"Animalia","Animalia","Animalia",8,"Species richness","Sex difference in opportunity for selection","Other","Both","Pre-mating","Both","Yes",38,0.4763,0.0162,0.226832727597386,0.725767272402614,0.5182,0.0286,0.14483392330436,0.80776607669564
56,18,"Janicke et al. 2018",2018,"Animalia","Animalia","Animalia",8,"Species richness","Male opportunity for sexual selection (cMS and gMS)","Other","Both","Both","Male","Yes",40,0.0518,0.0255,-0.261186900684358,0.364786900684358,0.0519,0.027,-0.270260863813038,0.373860863813038
57,18,"Janicke et al. 2018",2018,"Animalia","Animalia","Animalia",8,"Species richness","Female opportunity for sexual selection (cMS and gMS)","Other","Both","Both","Female","Yes",39,0.0411,0.0262,-0.276153715502277,0.358353715502277,0.0411,0.0278,-0.285697307210448,0.367897307210448
58,18,"Janicke et al. 2018",2018,"Animalia","Animalia","Animalia",8,"Species richness","Sex difference in opportunity for sexual selection","Other","Both","Both","Both","Yes",40,0.1238,0.0249,-0.185482783225966,0.433082783225966,0.1245,0.027,-0.198260863813038,0.445860863813038
59,18,"Janicke et al. 2018",2018,"Animalia","Animalia","Animalia",8,"Species richness","Male Bateman gradient (cMS and gMS)","Other","Both","Both","Male","Yes",34,0.4711,0.0183,0.205956114534014,0.736243885465986,0.5115,0.0323,0.118844865190016,0.823355134809984
60,18,"Janicke et al. 2018",2018,"Animalia","Animalia","Animalia",8,"Species richness","Female Bateman gradient (cMS and gMS)","Other","Both","Both","Female","Yes",34,0.1901,0.0282,-0.139039970225435,0.519239970225435,0.1924,0.0323,-0.162155134809984,0.542355134809984
61,18,"Janicke et al. 2018",2018,"Animalia","Animalia","Animalia",8,"Species richness","Sex difference in Bateman gradient","Other","Both","Pre-mating","Both","Yes",34,0.3587,0.023,0.0614512825931792,0.655948717406821,0.3754,0.0323,0.00644486519001602,0.710955134809984
62,19,"McGee et al. 2020",2020,"Cichlidae","Cichlidae","Actinopterygii",3,"Speciation rate","Mating system","Mating system","Both","Both","Both","Yes",1712,0.0069,6e-04,-0.0411099989585503,0.0549099989585503,0.0069,6e-04,-0.0411099989585503,0.0549099989585503
63,19,"McGee et al. 2020",2020,"Cichlidae","Cichlidae","Actinopterygii",3,"Speciation rate","Male ornamentation","Trait","Choice","Pre-mating","Male","Yes",1712,0.0188,6e-04,-0.0292099989585503,0.0668099989585503,0.0188,6e-04,-0.0292099989585503,0.0668099989585503
64,20,"Mooers and Moller 1996",1996,"Aves","Aves","Aves",6,"Species richness","Colonial breeding","Other","Both","Both","Both","No",26,-0.1154,0.0389,-0.501972425296994,0.271172425296994,-0.1159,0.0435,-0.524190410846439,0.293390410846439
65,21,"Morrow et al. 2003",2003,"Aves","Aves","Aves",6,"Species richness","Sexual size dimorphism","Sexual size dimorphism","Competition","Pre-mating","Both","Yes",133,-0.069,0.0075,-0.23874097914175,0.10074097914175,-0.0691,0.0077,-0.240989301992886,0.102989301992886
66,21,"Morrow et al. 2003",2003,"Aves","Aves","Aves",6,"Species richness","Sexual dichromatism","Dichromatism","Choice","Pre-mating","Both","Yes",180,-0.0319,0.0056,-0.178572969561539,0.114772969561539,-0.0319,0.0056,-0.178572969561539,0.114772969561539
67,21,"Morrow et al. 2003",2003,"Aves","Aves","Aves",6,"Species richness","Testis size","Trait","Competition","Post-mating","Male","Yes",178,0.0283,0.0056,-0.118372969561539,0.174972969561539,0.0283,0.0057,-0.119676754931307,0.176276754931307
68,22,"Stuart-Fox and Owens 2003",2003,"Agamidae","Agamidae","Squamata",5,"Species richness","Sexual size dimorphism","Sexual size dimorphism","Competition","Pre-mating","Both","Yes",26,-0.3578,0.0304,-0.699537677173589,-0.0160623228264112,-0.3743,0.0435,-0.766590410846439,0.0509904108464385
69,22,"Stuart-Fox and Owens 2003",2003,"Agamidae","Agamidae","Squamata",5,"Species richness","Sexual dichromatism","Dichromatism","Choice","Pre-mating","Both","Yes",26,0.3507,0.0308,0.00672139601422883,0.694678603985771,0.3663,0.0435,-0.0580904108464385,0.759490410846439
70,22,"Stuart-Fox and Owens 2003",2003,"Agamidae","Agamidae","Squamata",5,"Species richness","Sexual dichromatism","Dichromatism","Choice","Pre-mating","Both","Yes",26,-0.0316,0.0399,-0.423109693366588,0.359909693366588,-0.0316,0.0435,-0.440390410846439,0.377190410846439
71,23,"Tuschhoff and Wiens 2023",2023,"Animalia","Animalia","Animalia",8,"Diversification rate","Presence of auditory traits","Trait","Choice","Pre-mating","Both","Yes",28,0.3162,0.03,-0.0232819582834999,0.6556819582835,0.3275,0.04,-0.0758,0.7082
72,23,"Tuschhoff and Wiens 2023",2023,"Animalia","Animalia","Animalia",8,"Diversification rate","Presence of gustatory traits","Trait","Choice","Pre-mating","Both","Yes",28,0.4243,0.0249,0.115017216774034,0.733582783225966,0.4529,0.04,0.0323,0.8163
73,23,"Tuschhoff and Wiens 2023",2023,"Animalia","Animalia","Animalia",8,"Diversification rate","Presence of olfactory traits","Trait","Choice","Pre-mating","Both","Yes",28,0.2236,0.0334,-0.134603070896942,0.581803070896942,0.2274,0.04,-0.1684,0.6156
74,23,"Tuschhoff and Wiens 2023",2023,"Animalia","Animalia","Animalia",8,"Diversification rate","Presence of tactile traits","Trait","Choice","Pre-mating","Both","Yes",28,0.4796,0.022,0.18888501930585,0.77031498069415,0.5224,0.04,0.0876,0.8716
75,23,"Tuschhoff and Wiens 2023",2023,"Animalia","Animalia","Animalia",8,"Diversification rate","Presence of visual traits","Trait","Choice","Pre-mating","Both","Yes",28,0.4,0.0261,0.0833523093404911,0.716647690659509,0.4236,0.04,0.00800000000000001,0.792
76,23,"Tuschhoff and Wiens 2023",2023,"Animalia","Animalia","Animalia",8,"Diversification rate","Male-male competition traits","Trait","Competition","Pre-mating","Male","Yes",28,0.4,0.0261,0.0833523093404911,0.716647690659509,0.4236,0.04,0.00800000000000001,0.792
77,23,"Tuschhoff and Wiens 2023",2023,"Animalia","Animalia","Animalia",8,"Diversification rate","Female choice traits","Trait","Choice","Pre-mating","Female","Yes",28,0.4359,0.0243,0.13036623754485,0.74143376245515,0.4671,0.04,0.0439,0.8279
78,23,"Tuschhoff and Wiens 2023",2023,"Animalia","Animalia","Animalia",8,"Diversification rate","Female-female competition traits","Trait","Competition","Pre-mating","Female","Yes",28,0.3464,0.0287,0.0143549428164906,0.678445057183509,0.3614,0.04,-0.0456,0.7384
79,23,"Tuschhoff and Wiens 2023",2023,"Animalia","Animalia","Animalia",8,"Diversification rate","Male choice traits","Trait","Choice","Pre-mating","Male","Yes",28,0.2236,0.0334,-0.134603070896942,0.581803070896942,0.2274,0.04,-0.1684,0.6156
80,23,"Tuschhoff and Wiens 2023",2023,"Animalia","Animalia","Animalia",8,"Diversification rate","Sexual conflict trait","Other","Both","Both","Both","Yes",28,0.4243,0.0249,0.115017216774034,0.733582783225966,0.4529,0.04,0.0323,0.8163
81,24,"Wagner et al. 2012",2012,"Cichlidae","Cichlidae","Actinopterygii",3,"Diversification rate","Mating system","Mating system","Both","Both","Both","Yes",161,0.0756,0.0062,-0.0787305543306315,0.229930554330632,0.0757,0.0063,-0.0799701770905979,0.231170177090598
82,24,"Wagner et al. 2012",2012,"Cichlidae","Cichlidae","Actinopterygii",3,"Diversification rate","Sexual dichromatism","Dichromatism","Choice","Pre-mating","Both","Yes",161,0.1369,0.006,-0.0149209471713307,0.288720947171331,0.1377,0.0063,-0.0186701770905979,0.292470177090598
83,25,"Nicolai et al. 2024",2024,"Nectariniidae","Nectariniidae","Aves",6,"Speciation rate","Male colour complexity","Trait","Choice","Pre-mating","Male","Yes",77,0.0447,0.0131,-0.179632253588288,0.269032253588288,0.0448,0.0135,-0.183031420756996,0.272431420756996
84,25,"Nicolai et al. 2024",2024,"Nectariniidae","Nectariniidae","Aves",6,"Speciation rate","Female colour complexity","Trait","Choice","Pre-mating","Female","Yes",53,0.2966,0.016,0.0486774314427991,0.544522568557201,0.3058,0.02,0.0194141417748733,0.573785858225127
85,25,"Nicolai et al. 2024",2024,"Nectariniidae","Nectariniidae","Aves",6,"Speciation rate","Dichromatism of crown","Dichromatism","Choice","Pre-mating","Both","Yes",39,0.3715,0.0196,0.0971,0.6459,0.3901,0.0278,0.0447026927895519,0.698297307210448
86,25,"Nicolai et al. 2024",2024,"Nectariniidae","Nectariniidae","Aves",6,"Speciation rate","Dichromatism of mantle","Dichromatism","Choice","Pre-mating","Both","Yes",17,0.1924,0.058,-0.279630507488658,0.664430507488658,0.1948,0.0714,-0.331327257262786,0.716127257262786
87,25,"Nicolai et al. 2024",2024,"Nectariniidae","Nectariniidae","Aves",6,"Speciation rate","Dichromatism of throat","Dichromatism","Choice","Pre-mating","Both","Yes",72,0.2324,0.0126,0.0123905456576923,0.452409454342308,0.2367,0.0145,-0.003615253744329,0.468415253744329
